Month,Year,LA_Births
2014-04-01,2014,5054
2014-04-01,2014,5054
2014-04-01,2014,5054
2014-04-01,2014,5054
2014-05-01,2014,5086
2014-05-01,2014,5086
2014-05-01,2014,5086
2014-05-01,2014,5086
2014-05-01,2014,5086
2014-05-01,2014,5086
2014-05-01,2014,5086
2014-05-01,2014,5086
2014-05-01,2014,5086
2014-05-01,2014,5086
2014-05-01,2014,5086
2014-05-01,2014,5086
2014-05-01,2014,5086
2014-05-01,2014,5086
2014-05-01,2014,5086
2014-06-01,2014,5022
2014-06-01,2014,5022
2014-06-01,2014,5022
2014-06-01,2014,5022
2014-06-01,2014,5022
2014-06-01,2014,5022
2014-06-01,2014,5022
2014-06-01,2014,5022
2014-06-01,2014,5022
2014-06-01,2014,5022
2014-06-01,2014,5022
2014-06-01,2014,5022
2014-06-01,2014,5022
2014-06-01,2014,5022
2014-06-01,2014,5022
2014-07-01,2014,5609
2014-07-01,2014,5609
2014-07-01,2014,5609
2014-07-01,2014,5609
2014-07-01,2014,5609
2014-07-01,2014,5609
2014-07-01,2014,5609
2014-07-01,2014,5609
2014-07-01,2014,5609
2014-07-01,2014,5609
2014-07-01,2014,5609
2014-07-01,2014,5609
2014-07-01,2014,5609
2014-07-01,2014,5609
2014-07-01,2014,5609
2014-08-01,2014,5548
2014-08-01,2014,5548
2014-08-01,2014,5548
2014-08-01,2014,5548
2014-08-01,2014,5548
2014-08-01,2014,5548
2014-08-01,2014,5548
2014-08-01,2014,5548
2014-08-01,2014,5548
2014-08-01,2014,5548
2014-08-01,2014,5548
2014-08-01,2014,5548
2014-08-01,2014,5548
2014-08-01,2014,5548
2014-08-01,2014,5548
2014-09-01,2014,5743
2014-09-01,2014,5743
2014-09-01,2014,5743
2014-09-01,2014,5743
2014-09-01,2014,5743
2014-09-01,2014,5743
2014-09-01,2014,5743
2014-09-01,2014,5743
2014-09-01,2014,5743
2014-09-01,2014,5743
2014-09-01,2014,5743
2014-09-01,2014,5743
2014-09-01,2014,5743
2014-09-01,2014,5743
2014-09-01,2014,5743
2014-10-01,2014,5722
2014-10-01,2014,5722
2014-10-01,2014,5722
2014-10-01,2014,5722
2014-10-01,2014,5722
2014-10-01,2014,5722
2014-10-01,2014,5722
2014-10-01,2014,5722
2014-10-01,2014,5722
2014-10-01,2014,5722
2014-10-01,2014,5722
2014-10-01,2014,5722
2014-10-01,2014,5722
2014-10-01,2014,5722
2014-10-01,2014,5722
2014-11-01,2014,5277
2014-11-01,2014,5277
2014-11-01,2014,5277
2014-11-01,2014,5277
2014-11-01,2014,5277
2014-11-01,2014,5277
2014-11-01,2014,5277
2014-11-01,2014,5277
2014-11-01,2014,5277
2014-11-01,2014,5277
2014-11-01,2014,5277
2014-11-01,2014,5277
2014-11-01,2014,5277
2014-11-01,2014,5277
2014-11-01,2014,5277
2014-12-01,2014,5964
2014-12-01,2014,5964
2014-12-01,2014,5964
2014-12-01,2014,5964
2014-12-01,2014,5964
2014-12-01,2014,5964
2014-12-01,2014,5964
2014-12-01,2014,5964
2014-12-01,2014,5964
2014-12-01,2014,5964
2014-12-01,2014,5964
2014-12-01,2014,5964
2014-12-01,2014,5964
2014-12-01,2014,5964
2014-12-01,2014,5964
2015-01-01,2015,5389
2015-01-01,2015,5389
2015-01-01,2015,5389
2015-01-01,2015,5389
2015-01-01,2015,5389
2015-01-01,2015,5389
2015-01-01,2015,5389
2015-01-01,2015,5389
2015-01-01,2015,5389
2015-01-01,2015,5389
2015-01-01,2015,5389
2015-01-01,2015,5389
2015-01-01,2015,5389
2015-01-01,2015,5389
2015-01-01,2015,5389
2015-02-01,2015,4818
2015-02-01,2015,4818
2015-02-01,2015,4818
2015-02-01,2015,4818
2015-02-01,2015,4818
2015-02-01,2015,4818
2015-02-01,2015,4818
2015-02-01,2015,4818
2015-02-01,2015,4818
2015-02-01,2015,4818
2015-02-01,2015,4818
2015-02-01,2015,4818
2015-02-01,2015,4818
2015-02-01,2015,4818
2015-02-01,2015,4818
2015-03-01,2015,5211
2015-03-01,2015,5211
2015-03-01,2015,5211
2015-03-01,2015,5211
2015-03-01,2015,5211
2015-03-01,2015,5211
2015-03-01,2015,5211
2015-03-01,2015,5211
2015-03-01,2015,5211
2015-03-01,2015,5211
2015-03-01,2015,5211
2015-03-01,2015,5211
2015-03-01,2015,5211
2015-03-01,2015,5211
2015-03-01,2015,5211
2015-04-01,2015,4960
2015-04-01,2015,4960
2015-04-01,2015,4960
2015-04-01,2015,4960
2015-04-01,2015,4960
2015-04-01,2015,4960
2015-04-01,2015,4960
2015-04-01,2015,4960
2015-04-01,2015,4960
2015-04-01,2015,4960
2015-04-01,2015,4960
2015-04-01,2015,4960
2015-04-01,2015,4960
2015-04-01,2015,4960
2015-04-01,2015,4960
2015-05-01,2015,5018
2015-05-01,2015,5018
2015-05-01,2015,5018
2015-05-01,2015,5018
2015-05-01,2015,5018
2015-05-01,2015,5018
2015-05-01,2015,5018
2015-05-01,2015,5018
2015-05-01,2015,5018
2015-05-01,2015,5018
2015-05-01,2015,5018
2015-05-01,2015,5018
2015-05-01,2015,5018
2015-05-01,2015,5018
2015-05-01,2015,5018
2015-06-01,2015,5133
2015-06-01,2015,5133
2015-06-01,2015,5133
2015-06-01,2015,5133
2015-06-01,2015,5133
2015-06-01,2015,5133
2015-06-01,2015,5133
2015-06-01,2015,5133
2015-06-01,2015,5133
2015-06-01,2015,5133
2015-06-01,2015,5133
2015-06-01,2015,5133
2015-06-01,2015,5133
2015-06-01,2015,5133
2015-06-01,2015,5133
2015-07-01,2015,5727
2015-07-01,2015,5727
2015-07-01,2015,5727
2015-07-01,2015,5727
2015-07-01,2015,5727
2015-07-01,2015,5727
2015-07-01,2015,5727
2015-07-01,2015,5727
2015-07-01,2015,5727
2015-07-01,2015,5727
2015-07-01,2015,5727
2015-07-01,2015,5727
2015-07-01,2015,5727
2015-07-01,2015,5727
2015-07-01,2015,5727
2015-08-01,2015,5853
2015-08-01,2015,5853
2015-08-01,2015,5853
2015-08-01,2015,5853
2015-08-01,2015,5853
2015-08-01,2015,5853
2015-08-01,2015,5853
2015-08-01,2015,5853
2015-08-01,2015,5853
2015-08-01,2015,5853
2015-08-01,2015,5853
2015-08-01,2015,5853
2015-08-01,2015,5853
2015-08-01,2015,5853
2015-08-01,2015,5853
2015-09-01,2015,5881
2015-09-01,2015,5881
2015-09-01,2015,5881
2015-09-01,2015,5881
2015-09-01,2015,5881
2015-09-01,2015,5881
2015-09-01,2015,5881
2015-09-01,2015,5881
2015-09-01,2015,5881
2015-09-01,2015,5881
2015-09-01,2015,5881
2015-09-01,2015,5881
2015-09-01,2015,5881
2015-09-01,2015,5881
2015-09-01,2015,5881
2015-10-01,2015,5751
2015-10-01,2015,5751
2015-10-01,2015,5751
2015-10-01,2015,5751
2015-10-01,2015,5751
2015-10-01,2015,5751
2015-10-01,2015,5751
2015-10-01,2015,5751
2015-10-01,2015,5751
2015-10-01,2015,5751
2015-10-01,2015,5751
2015-10-01,2015,5751
2015-10-01,2015,5751
2015-10-01,2015,5751
2015-10-01,2015,5751
2015-11-01,2015,5344
2015-11-01,2015,5344
2015-11-01,2015,5344
2015-11-01,2015,5344
2015-11-01,2015,5344
2015-11-01,2015,5344
2015-11-01,2015,5344
2015-11-01,2015,5344
2015-11-01,2015,5344
2015-11-01,2015,5344
2015-11-01,2015,5344
2015-11-01,2015,5344
2015-11-01,2015,5344
2015-11-01,2015,5344
2015-11-01,2015,5344
2015-12-01,2015,5607
2015-12-01,2015,5607
2015-12-01,2015,5607
2015-12-01,2015,5607
2015-12-01,2015,5607
2015-12-01,2015,5607
2015-12-01,2015,5607
2015-12-01,2015,5607
2015-12-01,2015,5607
2015-12-01,2015,5607
2015-12-01,2015,5607
2015-12-01,2015,5607
2015-12-01,2015,5607
2015-12-01,2015,5607
2015-12-01,2015,5607
